Organization,Threat Actor,Date
Alber Law Group,play,3/27/2024
grupatopex.com\$66.5M\Poland\638GB\100%DISCLOSED\,cactus,3/27/2024
qosina.com\$37.9M\USA\375GB\100%DISCLOSED\,cactus,3/27/2024
Lambda Energy Resources,play,3/27/2024
lifelinedatacenters.com,lockbit3,3/27/2024
dkpvlaw.com,lockbit3,3/27/2024
countryvillahealthservices.com,lockbit3,3/27/2024
lindquistinsurance.com,abyss,3/27/2024
pcscivilinc.com,lockbit3,3/27/2024
krueth.de,lockbit3,3/27/2024
contenderboats.com\$51.8M\USA\65GB\&lt;1%,cactus,3/27/2024
tmt-mc.jp,lockbit3,3/27/2024
isophon glas GmbH,8base,3/27/2024
UNDP,8base,3/27/2024
Lindos Group Of Companies,8base,3/27/2024
HC Querétaro,8base,3/27/2024
nampak.com,lockbit3,3/27/2024
NHS Scotland,incransom,3/26/2024
El Debate,rhysida,3/26/2024
SummerFresh,qilin,3/26/2024
polycab.com,lockbit3,3/26/2024
Barrie and Community Family Health Team,incransom,3/26/2024
Lieberman LLP,bianlian,3/26/2024
Tanis Brush,akira,3/26/2024
Koi Design,akira,3/26/2024
Crimsgroup,everest,3/26/2024
IntegrityInc.org   Integrity Inc,alphalocker,3/26/2024
https://www.carri.com,alphalocker,3/26/2024
accolade-group.com + levelwear.com +Taiwan  microelectronics(CRM).,alphalocker,3/26/2024
a24group.com  ambition24hours.co.za,alphalocker,3/26/2024
https://www.mikeferry.com,alphalocker,3/26/2024
https://www.consorzioinnova.it,alphalocker,3/26/2024
Forgepresion.com,cloak,3/26/2024
farwickgrote.de,cloak,3/26/2024
kvfcu.org,cloak,3/26/2024
skncustoms.com,cloak,3/26/2024
euro2000-spa.it,cloak,3/26/2024
Thenewtrongroup.com,cloak,3/26/2024
Bankofceylon.co.uk,cloak,3/26/2024
Maas911.com,cloak,3/26/2024
Ponoka.ca,cloak,3/26/2024
Vhs-vaterstetten.de,cloak,3/26/2024
Gascontec.com,cloak,3/26/2024
Equatorial Energia,cloak,3/26/2024
we****.com,cloak,3/26/2024
The************.org,cloak,3/26/2024
Sped**********.de,cloak,3/26/2024
Autorità di Sistema Portuale del Mar Tirreno Settentrionale It,medusa,3/26/2024
Elior UK ,medusa,3/26/2024
Romark Laboratories ,medusa,3/26/2024
"Accipiter Capital Management, LLC ",medusa,3/26/2024
Urban Strategies,medusa,3/26/2024
Kenneth Young Center,medusa,3/26/2024
Suburban Surgical Care Specialists,medusa,3/26/2024
"Henry County, Illinois",medusa,3/26/2024
Regina Dental Group,medusa,3/26/2024
Impac Mortgage Holdings,medusa,3/26/2024
www.greenlineva.com,dragonforce,3/26/2024
tetonortho.com,dragonforce,3/26/2024
www.dunbier.com,dragonforce,3/26/2024
Pantana CPA,incransom,3/26/2024
"Law Offices of John V. Orrick, P.L.",incransom,3/26/2024
Ejército del Per,incransom,3/26/2024
Badan Urusan Logistik,ransomexx,3/26/2024
Jacobs Farm / Del Cabo,ransomexx,3/26/2024
DVision Architecture,ransomexx,3/26/2024
Telecommunications Services of Trinidad and Tobago,ransomexx,3/26/2024
Ministry of Defense of Peru,ransomexx,3/26/2024
Woodsboro ISD<www.wisd.net>,ransomhub,3/26/2024
regencymedia.com.au,lockbit3,3/26/2024
wblight.com,lockbit3,3/25/2024
CLARK Material Handling Company,hunters,3/25/2024
Burnham Wood Charter Schools,qilin,3/25/2024
Big Issue Group,qilin,3/25/2024
Vita IT,akira,3/25/2024
European Centre for  Compensation,akira,3/25/2024
Calida,akira,3/25/2024
Affiliated Dermatologists and Dermatologic Surgeons,bianlian,3/25/2024
kh.org,threeam,3/25/2024
St****nc,ragroup,3/23/2024
SchwarzGrantz,ragroup,3/23/2024
Title Management Inc,ragroup,3/23/2024
Pascoe International,ragroup,3/23/2024
ptsmi.co.id,qilin,3/22/2024
Casa Santiveri,qilin,3/22/2024
Bira 91,bianlian,3/22/2024
Chambers Construction Co.,bianlian,3/22/2024
newagesys.com\$24.1M\USA\319GB\&lt;1%,cactus,3/22/2024
kelson.on.ca\$61.8M\Canada\1.5TB\&lt;1%,cactus,3/22/2024
Power Generation  Engineering and Services Company (PGESCo) - pgesco.com,ransomhub,3/22/2024
Flynn,blackbasta,3/22/2024
cleshar.co.uk\$239.3M\UK\1TB\100%DISCLOSED\,cactus,3/22/2024
politiaromana.ro,killsecurity,3/22/2024
rabitbd.com,killsecurity,3/22/2024
pbgbank.com,killsecurity,3/22/2024
excellifecoaching.com,killsecurity,3/22/2024
keralapolice.gov.in,killsecurity,3/22/2024
Bisco Industries,ragroup,3/22/2024
Bluelinea,ragroup,3/22/2024
Deepnoid,ragroup,3/22/2024
Eastern Media International Corporation,ragroup,3/22/2024
Eyegene,ragroup,3/22/2024
Insurance Providers Group,ragroup,3/22/2024
Thaire,ragroup,3/22/2024
Decimal Point Analytics Pvt,ragroup,3/22/2024
Wealth Enhancement Group,ragroup,3/22/2024
Zurvita,ragroup,3/22/2024
Piex Group,ragroup,3/22/2024
Yuxin Automobile Co.Ltd,ragroup,3/22/2024
24/7 Express Logistics,ragroup,3/22/2024
Aceromex,ragroup,3/22/2024
Chung Hwa Chemical Industrial Works,ragroup,3/22/2024
SUMMIT VETERINARY PHARMACEUTICALS LIMITED,ragroup,3/22/2024
Informist Media,ragroup,3/22/2024
ALAB laboratoria,ragroup,3/22/2024
Di Martino Group,ragroup,3/22/2024
Rockford Gastroenterology Associates,ragroup,3/22/2024
HALLIDAYS GROUP LIMITED,ragroup,3/22/2024
Die Unfallkasse ThÃ¼ringen,ragroup,3/22/2024
NIDEC GPM GmbH,ragroup,3/22/2024
Wurzbacher,ragroup,3/22/2024
Ranzijn,ragroup,3/22/2024
SHORTERM GROUP,ragroup,3/22/2024
In****GmbH,ragroup,3/22/2024
KI****UP,ragroup,3/22/2024
Sc****tz,ragroup,3/22/2024
Industrial de Alimentos EYL SA,ransomhub,3/21/2024
tmbs.ch,lockbit3,3/21/2024
pathologie-bochum.de,lockbit3,3/21/2024
northerncasket.com,lockbit3,3/21/2024
La Pastina <www.lapastina.com>,ransomhub,3/21/2024
www.berjayaclubs.com,stormous,3/21/2024
renypicot.es\$911.7M\Spain\350GB\100%DISCLOSED\,cactus,3/21/2024
MarineMax,rhysida,3/20/2024
www.jdcpl.us,dragonforce,3/20/2024
PROJECTSW,qilin,3/20/2024
wannago.cloud,qilin,3/20/2024
ZGEO,qilin,3/20/2024
giraud,qilin,3/20/2024
KALEEDS,qilin,3/20/2024
GRUPOCREATIVO,qilin,3/20/2024
IGF,blackbasta,3/20/2024
Logista Solutions,blackbasta,3/20/2024
Oceaneering,blackbasta,3/20/2024
ILG,blackbasta,3/20/2024
Kolbe Striping,rhysida,3/20/2024
ÖSTENSSONS LIVS AB,8base,3/20/2024
Springfield Sign,8base,3/20/2024
Filexis AG Treuhand und Immobilien,8base,3/20/2024
https://www.south-star.com.cn/,trigona,3/20/2024
Sting AD,hunters,3/19/2024
Hallesche Kraftverkehrs & Speditions GmbH,hunters,3/19/2024
Therapeutic Health Services,hunters,3/19/2024
Panzeri Cattaneo,hunters,3/19/2024
Delta Pipeline,bianlian,3/19/2024
"Haranas, LLP",bianlian,3/19/2024
PandB Capital Group,bianlian,3/19/2024
HSI,hunters,3/18/2024
AGL,hunters,3/18/2024
Dr. Leeman ENT,bianlian,3/18/2024
Schokinag,play,3/18/2024
Sun Holdings,hunters,3/18/2024
grupatopex.com\$66.5M\Poland\638GB\&lt;1%,cactus,3/18/2024
eclinicalsol.com\$24.5M\USA\3TB\&lt;1%,cactus,3/18/2024
RSHP,8base,3/18/2024
crinetics.com,lockbit3,3/18/2024
www.paginesi.it,stormous,3/17/2024
Rafum Group,mallox,3/17/2024
https://indoarsip.co.id/,trigona,3/16/2024
https://www.bwizer.com/pt/,trigona,3/16/2024
https://www.topa.co.nz/,trigona,3/16/2024
Consolidated Benefits Resources,bianlian,3/16/2024
triella.com,lockbit3,3/16/2024
rrib.com,lockbit3,3/16/2024
newmans-online.co.uk,lockbit3,3/16/2024
hdstrading.com,lockbit3,3/16/2024
duttonbrock.com,lockbit3,3/16/2024
colefabrics.com,lockbit3,3/16/2024
bergmeister.eu,lockbit3,3/16/2024
automotionshade.com,lockbit3,3/16/2024
agribank.com.na,lockbit3,3/16/2024
Miki Travel,hunters,3/16/2024
certifiedcollection.com,lockbit3,3/16/2024
Acculabs Inc,incransom,3/16/2024
oyaksgs.com.tr,lockbit3,3/15/2024
https://www.atmco.net/,trigona,3/15/2024
elezabypharmacy.com,lockbit3,3/15/2024
http://www.sspps.org,blacksuit,3/15/2024
ATL Leasing,hunters,3/15/2024
worthenind.com,lockbit3,3/14/2024
sbmandco.com,lockbit3,3/14/2024
rushenergyservices.com,lockbit3,3/14/2024
mckimcreed.com,lockbit3,3/14/2024
Cosmocolor,hunters,3/14/2024
www.education.eeb-lost.org,stormous,3/14/2024
se.com\$33.5B\France\1.5TB\100%DISCLOSED\,cactus,3/14/2024
moperry.com,lockbit3,3/14/2024
www.lostlb.org,stormous,3/14/2024
voidinteractive.net you are welcome in our chat,donutleaks,3/14/2024
journeyfreight.com,lockbit3,3/14/2024
dhanisisd.net,lockbit3,3/14/2024
Ramdev Chemical Industries,mallox,3/14/2024
www.mioa.gov.mk,stormous,3/14/2024
"Keboda Technology Co., Ltd.",bianlian,3/14/2024
iamdesign.com,abyss,3/14/2024
yarco.com,abyss,3/14/2024
Felda Global Ventures Holdings Berhad,qilin,3/14/2024
Encina Wastewater Authority,blackbyte,3/14/2024
McKim & Creed <www.mckimcreed.com>,ransomhub,3/13/2024
SBM & Co <www.sbmandco.com>,ransomhub,3/13/2024
remkes.nl\$31.4M\Netherlands\190GB\100%DISCLOSED,cactus,3/13/2024
Summit Almonds,akira,3/13/2024
SBM & Co<www.sbmandco.com>,ransomhub,3/13/2024
geruestbau.com,lockbit3,3/13/2024
http://judgerc.org,blacksuit,3/13/2024
Kovra <www.kovra.com.my>,ransomhub,3/13/2024
Forstinger Österreich GmbH,8base,3/13/2024
Brewer Davidson,8base,3/13/2024
ATL,hunters,3/12/2024
Bechtold,play,3/12/2024
Duvel Moortgat Brewery,blackbasta,3/12/2024
sunholdings.net,lockbit3,3/12/2024
"Sierra Lobo, Inc.",blackbasta,3/12/2024
Contechs,blackbasta,3/12/2024
Creative Environments,blackbasta,3/12/2024
Links Unlimited,blackbasta,3/12/2024
Imperial Trading,blackbasta,3/12/2024
Active Concepts,blackbasta,3/12/2024
GFAD,blackbasta,3/12/2024
Xcel Brands Inc,blackbasta,3/12/2024
Cpac Systems AB develops,blackbasta,3/12/2024
Duty Free Americas (DFA),blackbasta,3/12/2024
Brooks Tropicals,rhysida,3/12/2024
https://withallco.com/,blacksuit,3/12/2024
https://www.walkersandford.co.uk,blacksuit,3/12/2024
Kaplan,hunters,3/12/2024
Sprimoglass,8base,3/12/2024
Federchimica,8base,3/12/2024
CHRG,8base,3/12/2024
White Oak Partners,play,3/11/2024
Ruda Auto,play,3/11/2024
Image Pointe,play,3/11/2024
Grassmid Transport,play,3/11/2024
Fashion UK,play,3/11/2024
Canada Revenue Agency,play,3/11/2024
QI Group,play,3/11/2024
Bridger Insurance,play,3/11/2024
BiTec,play,3/11/2024
lec-london.uk,lockbit3,3/11/2024
SREE Hotels,play,3/11/2024
Q?? ??o??,play,3/11/2024
Premier Technology,play,3/11/2024
londonvisionclinic.com,lockbit3,3/11/2024
Computan <www.computan.com>,ransomhub,3/11/2024
plymouth.com\$137M\USA\1.83TB\&lt;1%DISCLOSED\DATA SALE,cactus,3/11/2024
neigc.com,abyss,3/11/2024
gpaa.gov.za,lockbit3,3/11/2024
NetVigour,hunters,3/11/2024
cleshar.co.uk\$239.3M\UK\1TB\&lt;1%DISCLOSED\DATA SALE,cactus,3/11/2024
ammega.com\$1.2B\Netherlands\3TB\&lt;1%DISCLOSED\DATA SALE,cactus,3/11/2024
renypicot.es\$911.7M\Spain\350GB\&lt;1%\DATA SALE,cactus,3/11/2024
Scadea Solutions <scadea.com>,ransomhub,3/11/2024
DVT <dvttechnologyltd.com>,ransomhub,3/9/2024
Rekamy <www.rekamy.com>,ransomhub,3/9/2024
Go4kora <go4kora.tv>,ransomhub,3/9/2024
http://www.hug.de,blacksuit,3/9/2024
Lindsay Municipal Hospital,bianlian,3/9/2024
Fincasrevuelta,everest,3/9/2024
abtexelgroup.com\$222.6M\Netherlands\1TB\&lt;1%DISCLOSED\DATA SALE,cactus,3/9/2024
https://ghcscw.com/,blacksuit,3/9/2024
ACE Air Cargo,hunters,3/9/2024
Watsonclinic.com,donutleaks,3/9/2024
Continental Aerospace Technologies,play,3/9/2024
redwoodcoastrc.org,lockbit3,3/8/2024
http://www.epowerrail.com,blacksuit,3/8/2024
SIEA <siea.sk>,ransomhub,3/8/2024
Hozzify <www.hozzify.co>,ransomhub,3/8/2024
en-act-architecture,qilin,3/8/2024
rmhfranchise.com,lockbit3,3/7/2024
vdhelm,donex,3/7/2024
pfleet,donex,3/7/2024
elsapspa,donex,3/7/2024
chocotopia,donex,3/7/2024
mirel,donex,3/7/2024
"Palmer Construction Co., Inc",bianlian,3/7/2024
vsexshop.ru,werewolves,3/7/2024
davidsbridal.com,werewolves,3/7/2024
https://www.dinamicoil.com/ #DinamicOil #TRIgona,trigona,3/7/2024
Centennial Law Group LLP,medusa,3/7/2024
Eastern Rio Blanco Metropolitan,medusa,3/7/2024
Chris Argiropoulos Professional,medusa,3/7/2024
Paul Davis Restoration,medusa,3/7/2024
Veeco,medusa,3/7/2024
Haivision MCS,medusa,3/7/2024
Tocci Building Corporation,medusa,3/7/2024
JVCKENWOOD ,medusa,3/7/2024
American Renal Associates ,medusa,3/7/2024
US #1364 Federal Credit Union,medusa,3/7/2024
Merchant ID <merchant.id>,ransomhub,3/7/2024
SP Mundi <www.spmundi.com.br>,ransomhub,3/7/2024
www.duvel.com,stormous,3/7/2024
brightwires.com.sa,qilin,3/6/2024
hilka.co.uk,lockbit3,3/6/2024
MainVest,play,3/6/2024
C?????????? A???????e T???????????,play,3/6/2024
www.loghmanpharma.com,stormous,3/6/2024
www.viadirectamarketing.com,stormous,3/6/2024
Liquid Environmental Solutions,incransom,3/6/2024
Infosoft,akira,3/6/2024
Telecentro,akira,3/6/2024
Steiner (Austrian fu rniture makers),akira,3/6/2024
Medical Billing Spec ialists,akira,3/6/2024
Biomedical Research Institute,meow,3/6/2024
K???o???,play,3/6/2024
Mediplast AB,8base,3/6/2024
Kudulis Reisinger Price,8base,3/6/2024
Global Zone,8base,3/6/2024
Enplast,8base,3/6/2024
K2systems.ca,redransomware,3/5/2024
Sfi-wfc.com,redransomware,3/5/2024
Bendallmednick,redransomware,3/5/2024
Comohotels.com,redransomware,3/5/2024
Aluminumtrailer.com,redransomware,3/5/2024
Southcoindustries.com,redransomware,3/5/2024
Kogok.com,redransomware,3/5/2024
Baystate.edu,redransomware,3/5/2024
Tecnolite.com,redransomware,3/5/2024
Solucionesls.com,redransomware,3/5/2024
Saglobal.com,redransomware,3/5/2024
Thors-Data.dk,redransomware,3/5/2024
www.airbogo.com,stormous,3/5/2024
sunwave.com.cn,lockbit3,3/5/2024
iemsc.com,qilin,3/5/2024
hawita-gruppe,qilin,3/5/2024
www.tox.chat,stormous,3/5/2024
central.k12.or.us,lockbit3,3/5/2024
"DiVal Safety Equipment, Inc.",hunters,3/5/2024
Future Generations Foundation,meow,3/5/2024
se.com\$$33.5B\France\1.5TB\&lt;1%DISCLOSED\DATA SALE,cactus,3/4/2024
www.dismogas.com,stormous,3/4/2024
www.everplast.com.br,stormous,3/4/2024
America Chung Nam or ACN,akira,3/4/2024
AL SHEFA FARM<www.al-shefafarm.ro>(SOLD),ransomhub,3/4/2024
"Martin's, Inc.",bianlian,3/4/2024
highfashion.com.hk,mallox,3/4/2024
Modern Kitchens,medusa,3/3/2024
Stoney Creek Furniture,medusa,3/3/2024
www.faison.com,dragonforce,3/3/2024
www.erwat.co.za,dragonforce,3/3/2024
artissimodesigns.com,dragonforce,3/3/2024
crystalwindows.com,dragonforce,3/3/2024
wardtlc.com,dragonforce,3/3/2024
valoremreply.com,lockbit3,3/3/2024
jovani.com,lockbit3,3/3/2024
ipmaltamira,alphv,3/3/2024
earnesthealth.com,lockbit3,3/3/2024
Ewig Usa,alphv,3/3/2024
stockdevelopment.com,lockbit3,3/3/2024
smuldes.com,lockbit3,3/2/2024
unitednotions.com,lockbit3,3/2/2024
starkpower.de,lockbit3,3/2/2024
schuett-grundei.de,lockbit3,3/2/2024
roehr-stolberg.de,lockbit3,3/2/2024
esser-ps.de,lockbit3,3/2/2024
aerospace.com,lockbit3,3/2/2024
Petrus Resources Ltd.,alphv,3/2/2024
SBM & Co [You have 48 hours. Check your e-mail],alphv,3/2/2024
Red River Title,play,3/1/2024
Hedlunds,play,3/1/2024
Winona Pattern & Mold,play,3/1/2024
Stack Infrastructure,play,3/1/2024
New Bedford Welding Supply,play,3/1/2024
Marketon,play,3/1/2024
Kool-air,play,3/1/2024
Influence Communication,play,3/1/2024
FBi Construction,play,3/1/2024
Compact Mould,play,3/1/2024
Coastal Car,play,3/1/2024
Shooting House <www.shootinghouse.com.br>,ransomhub,3/1/2024
http://www.gilmorelv.com,blacksuit,3/1/2024
Gansevoort Hotel Gro up,akira,3/1/2024
CoreData,akira,3/1/2024
https://www.dji.com/,mogilevich,3/1/2024
https://kick.com/,mogilevich,3/1/2024
https://shein.com/,mogilevich,3/1/2024
Kumagai Gumi Group,alphv,3/1/2024
Gilmore & Associates,play,2/29/2024
Allan Berger & Associates,alphv,2/29/2024
Benthanh Group<benthanhgroup.com>,ransomhub,2/29/2024
Indianapolis Law Firm,blackbasta,2/29/2024
Scullion Law:,blackbasta,2/29/2024
Franz Carl Weber,blackbasta,2/29/2024
Haas Inc.,blackbasta,2/29/2024
"Alan Ritchey, Inc. (ARI)",blackbasta,2/29/2024
Benthanh Group,ransomhub,2/29/2024
sunharbormanor.com,abyss,2/29/2024
gapsolutions.com.au,lockbit3,2/29/2024
Essential Labs,8base,2/29/2024
etairoshealth.com,qilin,2/29/2024
https://www.dinamicoil.com/,trigona,2/28/2024
HAL Allergy,ransomhouse,2/28/2024
"https://www.hotelavenidapalace.pt/, https://hostalalemana.com/, https://engine.witbooking.",trigona,2/28/2024
easternshipbuilding.com,lockbit3,2/28/2024
http://www.piperroofing.com,blacksuit,2/28/2024
https://www.pbi.gov.bd/,mogilevich,2/28/2024
Change Healthcare - Optum - UnitedHealth,alphv,2/28/2024
DTN Management Compa ny,akira,2/28/2024
"Hypertension Nephrology Associates, P.C.",bianlian,2/28/2024
Medall Healthcare Pvt Ltd.,bianlian,2/28/2024
vertdure.com,lockbit3,2/28/2024
sundbirsta.com,lockbit3,2/28/2024
abtexelgroup.com\$222.6M\Netherlands\1TB\&lt;1%DISCLOSED,cactus,2/28/2024
Orange Public School District,incransom,2/28/2024
Saudia MRO,8base,2/28/2024
RWF Frömelt,8base,2/28/2024
ROYAL INSIGNIA,8base,2/28/2024
Bertani Trasporti Spa,8base,2/28/2024
verbraucherzentrale hessen,alphv,2/27/2024
JS International,medusa,2/27/2024
ch-armentieres.fr,blackout,2/27/2024
metal7.com,blackout,2/27/2024
npgandour.com,lockbit3,2/27/2024
https://dfa.ie/,mogilevich,2/27/2024
https://www.epicgames.com/,mogilevich,2/27/2024
Electro Marteix,alphv,2/27/2024
moore-tibbits.co.uk,threeam,2/27/2024
Ann & Robert H. Lurie Children's Hospital of Chicago,rhysida,2/27/2024
Hardeman County Community Health Center,incransom,2/27/2024
WEL Partners,incransom,2/27/2024
Ironrock,rhysida,2/26/2024
Penn Cinema ,medusa,2/26/2024
prattindustries.com,lockbit3,2/26/2024
AL SHEFA FARM<www.al-shefafarm.ro>,ransomhub,2/26/2024
Headwater Companies LLC<www.headwaterco.com>,ransomhub,2/26/2024
GCA Nederland,ransomhouse,2/26/2024
Angeles Medical Centers,alphv,2/26/2024
https://www.bazaarvoice.com,mogilevich,2/26/2024
Bjuvs kommun,akira,2/26/2024
silganhodlings.com,lockbit3,2/26/2024
Southwest Industrial Sales,medusa,2/26/2024
The Professional Liability Fund ,medusa,2/26/2024
Webber International University,ransomhouse,2/26/2024
S+C Partners,alphv,2/26/2024
advancedprosolutions.com\$5M\USA\54GB\100%DISCLOSED,cactus,2/26/2024
aeromechinc.com,lockbit3,2/26/2024
silganholdings.com,lockbit3,2/26/2024
ernesthealth.com,lockbit3,2/26/2024
gatesshields.com,lockbit3,2/25/2024
stsaviationgroup.com,lockbit3,2/25/2024
stemcor.com,lockbit3,2/25/2024
mcs360.com,lockbit3,2/25/2024
igs-inc.com,lockbit3,2/25/2024
groupe-idea.com,lockbit3,2/25/2024
apeagers.com.au,lockbit3,2/25/2024
AL SHEFA FARM<https://al-shefafarm.ro>,ransomhub,2/25/2024
http://www.potogoldcoffee.com,ciphbit,2/25/2024
dunaway.com,lockbit3,2/25/2024
BM Catalysts    bmcatalysts.co.uk,alphalocker,2/25/2024
Dobrowski Stafford and Pierce,bianlian,2/25/2024
Roncelli Plastics,bianlian,2/25/2024
www.Abelsantosyasoc.com.ar,stormous,2/25/2024
www.calcomp.co.th,stormous,2/25/2024
www.delia.pl,stormous,2/25/2024
www.kai.id,stormous,2/25/2024
www.pcmarket.uz,stormous,2/25/2024
www.bombaygrills.com,stormous,2/25/2024
Wangkanai Group,ransomhouse,2/24/2024
nationaldentex.com,lockbit3,2/24/2024
magierp.com,lockbit3,2/24/2024
fultoncountyga.gov,lockbit3,2/24/2024
fbi.gov,lockbit3,2/24/2024
equilend.com,lockbit3,2/24/2024
crbgroup.com,lockbit3,2/24/2024
fbi.gov,lockbit3_fs,2/24/2024
http://gcherrera.com,qilin,2/24/2024
kinematica.ch,qilin,2/24/2024
Spine West,monti,2/24/2024
AL SHEFA FARM,ransomhub,2/24/2024
Worthen Industries [FULL DATA],alphv,2/24/2024
Welch's,play,2/23/2024
IJM Corporation,hunters,2/23/2024
Family Health center,alphv,2/23/2024
remkes.nl\$31.4M\Netherlands\190GB\&lt;1%DISCLOSED,cactus,2/23/2024
Rapid Granulator,ransomhouse,2/23/2024
Acorn,medusa,2/23/2024
Pressco Technology,medusa,2/23/2024
H*********** *********y **********,bianlian,2/23/2024
APEX - apexspedition.de,monti,2/23/2024
ANDFLA SRL,alphv,2/23/2024
"C and J Industries, Inc.",8base,2/23/2024
W???h?,play,2/22/2024
http://unique-relations.at,qilin,2/22/2024
Quik Pawn Shop,akira,2/22/2024
mtmrobotics.com,threeam,2/22/2024
abcor.com.au,threeam,2/22/2024
PEER Consultants,akira,2/22/2024
Hardeman County Community Health Center,alphv,2/22/2024
New York Law Firm with a National Presence,blackbasta,2/22/2024
Climatech Inc,blackbasta,2/22/2024
US Merchants,blackbasta,2/22/2024
Birchall Foodservice,blackbasta,2/22/2024
Dilweg,blackbasta,2/22/2024
ZircoDATA,blackbasta,2/22/2024
Worthen Industries [We're giving you one last chance to save your business],alphv,2/22/2024
FR arrest warrants,lockbit3_cronos,2/21/2024
KHSS (You have 3 days),alphv,2/21/2024
Lancaster,akira,2/21/2024
Desarrollo De Tecnol ogia y Sistemas Ltda,akira,2/21/2024
Rewards for Reporting,lockbit3_cronos,2/21/2024
HRTec Inc,bianlian,2/21/2024
Marchassociates,bianlian,2/21/2024
Austen Consultants,alphv,2/21/2024
[EN],blackbasta,2/21/2024
compressionleasing.com,dragonforce,2/21/2024
westward360.com,dragonforce,2/21/2024
doneff.com,threeam,2/21/2024
Helical Technology,8base,2/21/2024
Axel Johnson,8base,2/21/2024
Acies Srl,8base,2/21/2024
https://www.infinitiusa.com,mogilevich,2/20/2024
River Delta Unified School District,meow,2/20/2024
Raocala,everest,2/20/2024
advancedprosolutions.com\$5M\USA\54GB\&lt;1%DISCLOSED,cactus,2/20/2024
Finlay Screening & Crushing Systems,hunters,2/20/2024
Closure,lockbit3,2/20/2024
Lockbit Crypto,lockbit3_cronos,2/20/2024
Secureworks,lockbit3_cronos,2/20/2024
Lockbit's new encryptor,lockbit3_cronos,2/20/2024
Account Closures,lockbit3_cronos,2/20/2024
Affiliate Leaks,lockbit3_cronos,2/20/2024
Prodaft,lockbit3_cronos,2/20/2024
Lockbit's Hackers exposed,lockbit3_cronos,2/20/2024
Affiliate infrastructure down,lockbit3_cronos,2/20/2024
StealBit down!,lockbit3_cronos,2/20/2024
Cyber Choices,lockbit3_cronos,2/20/2024
Report Cyber Attacks!,lockbit3_cronos,2/20/2024
Activity in Ukraine,lockbit3_cronos,2/20/2024
Arrest in Poland,lockbit3_cronos,2/20/2024
Sanctions,lockbit3_cronos,2/20/2024
US Indictments,lockbit3_cronos,2/20/2024
Recovery Tool,lockbit3_cronos,2/20/2024
Lockbit Decryption Keys,lockbit3_cronos,2/20/2024
Who is LockbitSupp?,lockbit3_cronos,2/20/2024
Lockbitsupp,lockbit3_cronos,2/20/2024
LB Backend Leaks,lockbit3_cronos,2/20/2024
Press Releases,lockbit3_cronos,2/20/2024
http://haesungds.com,qilin,2/19/2024
http://yanfeng.com,qilin,2/19/2024
http://www.warepet.com,qilin,2/19/2024
http://neurocnv.com,qilin,2/19/2024
http://EPS.RS,qilin,2/19/2024
http://corinthcoke.com,qilin,2/19/2024
http://https://www.molnar-bischof.de/,qilin,2/19/2024
http://www.halleonard.com.au,qilin,2/19/2024
http://www.roosens.com,qilin,2/19/2024
http://www.projects-world.com,qilin,2/19/2024
