Organization,Threat Actor,Date
Copamarina Beach Resort,thegentlemen,2/15/2026
Copetrol,qilin,1/22/2026
Core Supply,incransom,2/10/2026
Cortporation Colina,thegentlemen,3/16/2026
Cosmesia,thegentlemen,3/9/2026
COWANS.ORG,clop,2/7/2026
Cox & Sanchez,qilin,2/11/2026
Cox Design & Metal Fabrication,akira,3/31/2026
CPF Financial,thegentlemen,1/20/2026
CPJ.ORG,clop,1/8/2026
CPQ Ingenieros,thegentlemen,2/6/2026
CROSS JEANS Zakrt,thegentlemen,2/15/2026
Crosslists Data,akira,1/29/2026
CROWDEDISLAND.COM,clop,2/7/2026
csi-ri.com,incransom,3/10/2026
CSS Services,akira,1/12/2026
Csv Group,qilin,1/2/2026
Cumberland International Trucks,qilin,2/22/2026
Curtiembre Austral S.R.L.,qilin,3/11/2026
cwpa.com,incransom,3/4/2026
CYMOT,qilin,2/22/2026
D & D Building,qilin,1/24/2026
D3 Embedded,akira,3/11/2026
DAD.CO.TH,clop,2/14/2026
DCSNORWAY.COM,clop,2/7/2026
Dean Supply,akira,3/31/2026
Dekoyap,thegentlemen,1/11/2026
delapazlaw.com,incransom,3/31/2026
Delta Ducon Engenharia,thegentlemen,3/23/2026
denmark.k12.wi.us,incransom,3/1/2026
Depth,akira,1/12/2026
Derbez,qilin,2/12/2026
DeRenzis & Associates,incransom,1/28/2026
Designers Mirror and Glass,qilin,1/14/2026
DesignSourceCT,akira,3/5/2026
DESKTOPG.COM,clop,2/7/2026
DIEHL & CELLA ADVOGADOS ASSOCIADOS,incransom,1/30/2026
Dielco,qilin,3/7/2026
DigiCOURSE,akira,1/16/2026
distinctive-systems.com,incransom,1/29/2026
Distritech,thegentlemen,3/23/2026
Diversified Supply Inc.,qilin,2/18/2026
Dixon Electrical Systems & Contracting,akira,3/23/2026
Docaret,thegentlemen,3/11/2026
Doctor.com,qilin,3/29/2026
Dome Partners,thegentlemen,2/6/2026
domingogarcia.com,incransom,3/30/2026
Dongguan HYX Industrial,thegentlemen,1/16/2026
Donjon,akira,3/5/2026
D'Onofrio General Contractors,akira,2/4/2026
Dos,thegentlemen,2/24/2026
Dow,qilin,3/30/2026
Dr. Pizzoglio,qilin,3/4/2026
Drake Precision Dental Laboratory,akira,2/3/2026
Dreher Law Firm,qilin,1/18/2026
Dsm Information Technology Trade Ltd.,thegentlemen,1/11/2026
DTI Foreign Trade Service Corps,thegentlemen,1/11/2026
Ducasse Comercial Ltda,qilin,2/12/2026
Duffy's Sports Grill,qilin,3/14/2026
DUKOSI.COM,clop,2/7/2026
EASTPLATS.COM,clop,1/25/2026
Easypak,akira,1/29/2026
ECA-USA.COM,clop,1/25/2026
Ecofit,akira,3/5/2026
Economia,thegentlemen,3/18/2026
ecsc.org,incransom,1/16/2026
eDevice,thegentlemen,3/9/2026
EDF Group,qilin,1/22/2026
Edgar Agents,qilin,3/6/2026
efulfillment Service,akira,2/4/2026
Einstein Technology,thegentlemen,3/12/2026
El IBR,thegentlemen,2/24/2026
ELC Security Products,qilin,3/5/2026
Elite Flower,qilin,3/18/2026
Elite Limousine Plus,qilin,3/22/2026
ELKAIR.COM,clop,1/25/2026
Ellison Educational Equipment,qilin,1/2/2026
Elmore Goldsmith Kelley & deHoll,incransom,1/22/2026
Elundini,thegentlemen,3/21/2026
EMEG.CO.UK,clop,2/7/2026
Emirates National Group,thegentlemen,2/12/2026
Employer Solutions Group,akira,2/24/2026
Empresa de Transportes Via PajuÃ§ara Ltda.,incransom,2/27/2026
Enterprise Network Group of Indiana,qilin,3/1/2026
Envelex Thailand,qilin,2/24/2026
Enviaseo ESP,qilin,3/19/2026
"Epport Richman & Robbins, Kalamazoo Valley Community College, B&J Transportation, FR Law G...",akira,1/12/2026
Erg Otoyol,thegentlemen,2/11/2026
Ernest Maier,qilin,1/14/2026
ESCALI.COM,clop,2/7/2026
Esperance Communications,qilin,1/30/2026
Esperance Metaland,qilin,2/21/2026
Estra Automotive,incransom,3/10/2026
ETFSA,incransom,3/26/2026
ETTOAUSTRALIA.COM,clop,2/7/2026
Evergreen Printing,qilin,1/7/2026
Evolutive Systems,qilin,2/26/2026
excavationtourigny.ca,incransom,2/12/2026
Excel Healthcare Receivable Management &Consulting,akira,3/31/2026
EXCELAS1.COM,clop,1/25/2026
Excellentiam,thegentlemen,3/18/2026
Exhibit Network,akira,3/10/2026
EXIM Bank,thegentlemen,2/6/2026
Exterior Worlds,qilin,2/2/2026
Extreme Trailers,akira,3/12/2026
Fabcon,akira,2/20/2026
FAMILY EYECARE LLC,qilin,2/23/2026
Far East,thegentlemen,2/6/2026
farbank.com (flywatertravel),incransom,2/17/2026
Farmacia San Pablo,qilin,1/2/2026
Farmacias Vilela,qilin,1/22/2026
Farsound Aviation,akira,2/5/2026
Fechner Pump & Supply,akira,1/14/2026
Ferretti Construction,akira,2/2/2026
Fgf Colleges & Universities,thegentlemen,2/10/2026
Fiberglass Hawaii,akira,3/9/2026
Financial Brokerage,akira,3/12/2026
FISHWINDOWCLEANING.COM,clop,2/14/2026
Fit-Line Global,incransom,1/13/2026
Fluorsid Spa,qilin,1/17/2026
FMRS Health Systems,qilin,3/13/2026
Foamtec International,incransom,2/1/2026
Fondation Boghossian,qilin,3/27/2026
Forella Group,akira,2/3/2026
Fortress Systems,qilin,3/11/2026
Foshee Architecture,incransom,1/10/2026
frazercenter.org,incransom,3/16/2026
French Engineering,akira,3/24/2026
Frontier Technologies,akira,3/27/2026
Fulcrum Construction,akira,1/30/2026
Fundao Para,thegentlemen,2/27/2026
Fusion Superplex,qilin,3/2/2026
Futue Bath,thegentlemen,2/13/2026
Gady Family,thegentlemen,2/6/2026
GALEINTL.COM,clop,2/7/2026
Garko,thegentlemen,1/21/2026
GARNERGROUP.NET,clop,2/14/2026
Garuda Indonesia Airlines,thegentlemen,2/21/2026
Gaviota,qilin,1/8/2026
gbmme.com,incransom,1/13/2026
GebrÃ¼der Bagusat GmbH & Co. KG,akira,1/5/2026
Gemsen,akira,2/27/2026
GENERON,qilin,2/23/2026
GENESYSSPINE.COM,clop,1/25/2026
GeoMechanics Technologies,akira,3/27/2026
Geotec Surveys,qilin,3/7/2026
Gericke,qilin,3/3/2026
Gerleinco,thegentlemen,3/6/2026
"Ghana Bauxite Energy, Utilities & Waste",thegentlemen,2/11/2026
GIACARE.COM,clop,2/14/2026
GIASPACE.COM,clop,2/14/2026
glenmarkpharma.com,incransom,3/25/2026
Global Group,thegentlemen,2/15/2026
Global Trust Advisors,thegentlemen,2/24/2026
GOKALLIT.COM,clop,2/14/2026
goldair.gr,incransom,1/23/2026
Golden Clay Industries Sdn Bhd,qilin,3/4/2026
Golden GBC,qilin,2/27/2026
Gordon Companies,akira,1/8/2026
"Gorlick Kravitz & Listhaus, CogneSense, Netberry Solutions, Hein Electric Supply, Jet Wast...",akira,1/15/2026
GPAINNOVA,thegentlemen,3/18/2026
Gradient Wind Engineering,qilin,2/9/2026
Grand Hotel,thegentlemen,2/27/2026
Graneles de Chile,qilin,2/19/2026
GRANITEPOINTE.CA,clop,2/7/2026
granmanor.org,qilin,2/7/2026
Greenology Products,incransom,3/29/2026
GROUPAMS.CO.UK,clop,1/25/2026
Groupe Caddac,thegentlemen,3/21/2026
Groupe SFPI,qilin,3/23/2026
Grupo Coril,qilin,3/21/2026
Grupo D'arc,qilin,3/2/2026
Grupo Progresso,thegentlemen,2/21/2026
Grupo San Jacinto,thegentlemen,3/9/2026
Grupo Tawa,thegentlemen,3/23/2026
Grupo Tomza,qilin,2/21/2026
Gruppo Avanti,thegentlemen,2/13/2026
Gtech,qilin,1/14/2026
Gustavo Preston,akira,3/24/2026
G-WAY Microwave,qilin,1/12/2026
H & L Systems,qilin,3/6/2026
H2 Builders,akira,1/14/2026
Hafa,thegentlemen,2/6/2026
Hagen Rosskopf,akira,2/16/2026
Handsome Manufacturing,thegentlemen,1/31/2026
Harrison Design,incransom,1/12/2026
Hart,thegentlemen,1/7/2026
HARTE-BAVENDAMM Rechtsanwlte PartG mbB,qilin,1/24/2026
Hauri AG Staffelbach,akira,3/9/2026
Hawk Law Group,incransom,2/1/2026
Hayden Safe & Lock,qilin,1/12/2026
H-Behbehani Brothers WLL,incransom,2/3/2026
Health Bridge Chiropractic,qilin,1/6/2026
Hersher Law,incransom,3/3/2026
Herzing,qilin,1/24/2026
Hillmann Consulting,akira,1/29/2026
HILTON.COM,clop,1/25/2026
Hiwassee Builder Supply,incransom,2/17/2026
HODERO HOLDINGS LTD,clop,2/7/2026
Hog Slat,thegentlemen,1/11/2026
hollu Systemhygiene,qilin,3/18/2026
Hopkins Law,incransom,3/3/2026
Hrp Hitesh Cpa,akira,2/27/2026
HTH Companies,akira,3/4/2026
HTHELI.COM,clop,2/7/2026
http://ramet-trom.co.il/,incransom,3/1/2026
https://acswinc.com/,incransom,1/14/2026
https://bellowsmfg.com/company/,incransom,1/13/2026
https://daricon.com/,incransom,2/26/2026
https://daricon.com/ (military US/CA/NATO),incransom,2/26/2026
https://lpollockpr.com/,incransom,1/8/2026
https://trustarholdingsllc.com/ https://vistlabs.com/,incransom,1/15/2026
https://www.precisioncoating.com/,incransom,3/2/2026
Huber,akira,2/24/2026
HUDSONEXECUTIVE.COM,clop,2/14/2026
HUDSONSUSTAINABLE.COM,clop,2/14/2026
HUGS Insurance,thegentlemen,2/21/2026
HYDEPARKUMC.ORG,clop,2/14/2026
Hydrometrics,thegentlemen,1/31/2026
IBB Institut fÃ¼r Bildung und Beratung,qilin,3/28/2026
ICAFe Companies,akira,3/4/2026
Icat Food SpA,akira,2/16/2026
IDEALWELDERS.COM,clop,2/7/2026
IDH Entertainment,qilin,3/2/2026
IGI Global,akira,1/23/2026
"iGlobal Services, Medenet",akira,1/29/2026
Ilumno,qilin,1/17/2026
ImageWorks Display,akira,1/14/2026
Induherzig SAS,qilin,2/24/2026
Industrial Rivet & Fastener Company,akira,1/16/2026
Industrias Iberia,thegentlemen,2/24/2026
Infinite Tiers Group,thegentlemen,2/6/2026
InfoCom,qilin,1/28/2026
INGUS,qilin,2/2/2026
INP Schweiz,akira,3/20/2026
INSPYRSOLUTIONS.COM,clop,1/25/2026
Instituto Nacional de Derechos Humanos,thegentlemen,2/10/2026
INTEGRITEK.NET,clop,1/25/2026
INTEGROY.COM,clop,1/25/2026
Intsika Yethu Municipality Government,thegentlemen,2/15/2026
iQ NetSolutions,qilin,2/9/2026
ISLANDOUTPOST.COM,clop,2/7/2026
iSMA CONTROLLI,akira,2/16/2026
ITARCHITECHS.COM,clop,2/14/2026
Itasca Consulting Group,akira,1/13/2026
ITROBOTICS.COM,clop,1/25/2026
ITWAL,qilin,3/27/2026
J E Culp Transport,qilin,3/22/2026
"JA AKITA KITA LIFE SERVICE, K.K",incransom,2/26/2026
"JA Riollano, M&W Manufacturing, Mirbeau Hospitality Services, Reuland Electric Motor Co, S...",akira,1/23/2026
Jacobs & Sons,qilin,3/18/2026
Jadtec Security Services,qilin,3/11/2026
Jampen Holzbau AG,qilin,1/18/2026
JBC Computers,qilin,3/3/2026
JC Resorts,qilin,2/14/2026
Jcm Agricola,qilin,2/2/2026
JDV Products,incransom,3/23/2026
jenningsk12.org,incransom,3/24/2026
"Jingchang Enterprise Co., Ltd",qilin,2/3/2026
JLK Rosenberger,incransom,1/28/2026
JOSE COMBALIA SA,qilin,2/4/2026
JST Power Equipment,akira,2/2/2026
Ju Teng International Holdings Ltd,incransom,1/13/2026
"K & S Company, Inc",qilin,3/5/2026
Kabelovna Kabex,thegentlemen,3/16/2026
Kaemmerlen Solutions,qilin,3/26/2026
Karl Geuther,akira,2/4/2026
KAZMILAW.COM,clop,1/25/2026
KCDWORLDWIDE.COM,clop,1/25/2026
Keil Erdbau,qilin,1/29/2026
Kensington HPP,qilin,2/19/2026
Kentucky Injury,incransom,3/11/2026
Kerjaya Prospek Group,qilin,3/27/2026
Kilograph,akira,2/2/2026
Kiswire,incransom,3/23/2026
KlearNow.AI,thegentlemen,2/8/2026
Klevorn,qilin,3/4/2026
KLMEQUITIES.COM,clop,2/7/2026
Kontena Nasional Berhad,qilin,1/20/2026
Kopas Cosmetics,qilin,2/4/2026
KOROLFINANCIAL.COM,clop,1/25/2026
KOUEI,qilin,2/2/2026
Kpropha,thegentlemen,3/9/2026
KRÃœSS,qilin,1/28/2026
Krez & Flores,qilin,1/15/2026
KRIEGMANANDSMITH.COM,clop,2/7/2026
Kroll International,qilin,2/19/2026
KSL Ingenieure,akira,1/5/2026
Kuzco Lighting,qilin,3/7/2026
KVHELI.WORDPRESS.COM,clop,2/7/2026
L H Lacy,qilin,3/18/2026
La Fabrica,qilin,2/6/2026
LaBaguette,qilin,2/20/2026
Labeltex Group,akira,1/7/2026
LABINF.IT,clop,2/7/2026
Laboratorios Smasac,qilin,1/17/2026
Labtician Ophthalmics,thegentlemen,3/1/2026
L'Aeroclub,thegentlemen,2/6/2026
LAF Hotel Aree,thegentlemen,3/6/2026
Land and Lakes,qilin,2/27/2026
Law Offices of Mark E. Lewis & Associates,incransom,3/4/2026
"Law Offices Taenzer & Ettenson, P.C. (tesalaw.com)",incransom,2/27/2026
lawofficesoferichershler.com,incransom,3/4/2026
Lawsoft,thegentlemen,1/31/2026
LDHRLAW.COM,clop,1/25/2026
Les Oliviers,qilin,3/3/2026
LGBTQ Center Orange county,incransom,1/28/2026
LHT Holdings Limited,incransom,3/10/2026
Lindenhurst Fire Department,qilin,2/11/2026
Line Up Korea,thegentlemen,2/21/2026
LISI Group,qilin,3/1/2026
Littlefield Companies,qilin,1/30/2026
"Living in green, s. r. o.",qilin,3/26/2026
lke-group.com,incransom,3/1/2026
LOGICALMICRO.COM,clop,2/7/2026
lohmann-tapes.com,incransom,2/12/2026
LONGHORNORGANICS.COM,clop,2/7/2026
Lotus Bedding,thegentlemen,1/20/2026
Louise Medical Center,qilin,3/26/2026
LP Kolding,qilin,3/26/2026
LSA International,thegentlemen,2/13/2026
Lundeen Consulting,qilin,3/2/2026
Lunsford Capital,qilin,1/14/2026
Luro,qilin,3/3/2026
Lymphedema Therapy Specialists,incransom,2/27/2026
Mac Interiors,qilin,3/26/2026
Maderas Del Noroeste,qilin,3/26/2026
Madesmart,akira,3/20/2026
"Madison Services, Inc.",qilin,2/20/2026
Magen Eco Energy,thegentlemen,1/20/2026
Maintenance & Project Engineering,qilin,2/22/2026
maisonlaw.com,incransom,3/3/2026
Malaysia Airlines,qilin,2/26/2026
Malia Group,thegentlemen,3/6/2026
Marc Dorcel,qilin,3/22/2026
Marina Home Interiors,thegentlemen,2/6/2026
MarketGraphics Research Group,akira,3/4/2026
MARK-FINN.CO.UK,clop,2/7/2026
"Martin, Cukjati & Tom, LLP",incransom,3/2/2026
MB Distribution,qilin,2/4/2026
M-B.LAW,clop,2/7/2026
MBC,qilin,1/30/2026
MBM,thegentlemen,1/24/2026
McAloon & Friedman,akira,1/15/2026
MCC Economics,qilin,3/16/2026
McCraw Oil,akira,1/9/2026
McFarlane Agencies,akira,2/20/2026
mcfirm.com,incransom,3/2/2026
MCKEEGROUP.NET,clop,2/7/2026
McKenna Pro,qilin,3/9/2026
McKenzie SewOn,qilin,1/2/2026
MCMATHLAW.COM,clop,1/25/2026
mcquaidinjurylaw.com,incransom,3/16/2026
mdmÂ®NT,qilin,1/2/2026
Medasa,qilin,2/3/2026
MEDIAWORLD.COM.HK,clop,2/7/2026
Medical Asset Management,qilin,1/6/2026
MEDICUS SHUPPAN,thegentlemen,3/21/2026
Medinah School District 11,qilin,2/2/2026
Melton Machine & Control,akira,1/29/2026
Mep Technologies,akira,2/12/2026
MerchNOW,akira,3/31/2026
meridenct.gov,incransom,3/27/2026
Mettler Partner,akira,1/21/2026
MG Oil,akira,1/29/2026
Mh Soluciones,akira,3/12/2026
Michael L Larson,akira,2/13/2026
Micro Leasing,thegentlemen,3/21/2026
MicroChem,thegentlemen,3/19/2026
Microforum,akira,2/24/2026
MicroPrecision,akira,1/16/2026
Midwest Wheel,qilin,2/17/2026
Midwestern Oil & Gas,incransom,2/12/2026
Miles Electric,qilin,3/30/2026
Millard Manufacturing,qilin,3/13/2026
Millerfoto,qilin,3/21/2026
millersteelelaw.com,incransom,3/30/2026
Mills Products,qilin,1/26/2026
Milott Laboratories,qilin,1/24/2026
Mingat Location,akira,3/16/2026
minorsgardencenter.com,incransom,1/23/2026
Mississippi Market,qilin,2/11/2026
MKC Customs Brokers International Inc.,incransom,1/18/2026
MNKASSOCIATES.COM,clop,2/7/2026
MODTECH.CA,clop,1/25/2026
Moen,qilin,1/15/2026
MONTALBAARCHITECTS.COM,clop,1/25/2026
Mooers Immigration,akira,3/24/2026
Moontown,qilin,1/29/2026
Morton Buildings,akira,1/8/2026
Motleys Asset Disposition Group,akira,3/30/2026
Motorpal,akira,3/20/2026
moultriesheriff.com,incransom,2/10/2026
MRAGROUP.COM.AU,clop,2/7/2026
Mt Barker Co-Operative,qilin,2/11/2026
Muebles Dico,qilin,2/2/2026
Muffett,qilin,3/21/2026
Municipio de Chihuahua,qilin,2/7/2026
Murray's Cheese,akira,3/11/2026
Museu do Caramulo,thegentlemen,2/10/2026
MUST Informatique,thegentlemen,2/24/2026
Mutest,qilin,1/21/2026
MUTTI-PARMA.COM,clop,1/8/2026
Ñj Global,qilin,1/2/2026
Nafco,akira,3/23/2026
"Nang Kuang Pharmaceutical Co., Ltd.",incransom,2/15/2026
"Nanxun Enterprise Co., Ltd.",qilin,3/21/2026
Napolin Law Firm,incransom,3/4/2026
napolinlaw.com,incransom,3/4/2026
Nathalin Group,thegentlemen,2/25/2026
nbccministries.org,incransom,1/27/2026
NECO Equipment,qilin,1/2/2026
Nenplas,thegentlemen,3/9/2026
Neo Group,qilin,1/15/2026
Nephrology Associates,thegentlemen,3/6/2026
NessCampbell,qilin,1/28/2026
Netalia,qilin,3/26/2026
netCOMPONENTS,akira,3/10/2026
newkirklaw.com,incransom,1/27/2026
NEXTPHAZE.COM.AU,clop,2/7/2026
NFT Technology,thegentlemen,2/10/2026
NGATTORNEYS.COM,clop,2/7/2026
Nicholas & Tangeman,akira,3/4/2026
Nile Air Information,thegentlemen,2/13/2026
Nishiyama Seisakusho,thegentlemen,2/6/2026
Nobel Hygiene Pvt,thegentlemen,1/31/2026
Noi Hotels,qilin,3/26/2026
Nopa Industriearmaturen,qilin,3/5/2026
North Andover Country Club,qilin,2/28/2026
North Woodlands Medical Centre,qilin,2/22/2026
Northeast IndustrialManufacturing,akira,1/30/2026
Northeast Pharmacy Service,akira,2/14/2026
northstaria.com,incransom,3/5/2026
Novetex Textiles,thegentlemen,2/6/2026
nPower Technologies,qilin,3/22/2026
NVHG.COM,clop,2/7/2026
NYASPHALT.COM,clop,2/7/2026
O.Berk,qilin,2/18/2026
OAB,incransom,1/23/2026
Ocean Fish,akira,1/22/2026
Oceania Gas Chemicals & Related Products,thegentlemen,2/15/2026
OCEANIST ENGINEERING,thegentlemen,2/25/2026
