Organization,Threat Actor,Date
Custom Concrete,play,6/23/2024
federalreserve.gov,lockbit3,6/23/2024
Ladco,play,6/23/2024
millimages.com,cactus,6/23/2024
www.glynmarais.co.za,cactus,6/23/2024
hundhausen.de,cactus,6/23/2024
fbttransport.com,cactus,6/23/2024
daystar.com,cactus,6/23/2024
qftemb.com,lockbit3,6/23/2024
deskcenter.com,cactus,6/23/2024
Tri-City College Prep High School,medusa,6/23/2024
"Fitzgerald, DePietro & Wojnas CPAs, P.C.",medusa,6/23/2024
AJE ,medusa,6/23/2024
Zerto Security,handala,6/23/2024
CIFSOLUTIONS.COM,clop,6/23/2024
marvell.com,lockbit3,6/23/2024
at-global.com,lockbit3,6/23/2024
City of Newburgh,blackbyte,6/22/2024
Cityofnewburgh-ny.gov,blackbyte,6/22/2024
Erivan Gecom Inc,rhysida,6/22/2024
"CBIZ, Inc",meow,6/22/2024
Greenheck Fan,meow,6/22/2024
D*****S,flocker,6/22/2024
Rotor Team,spacebears,6/22/2024
Heli Securite,spacebears,6/22/2024
BLADE,spacebears,6/22/2024
Maryhaven (MHCLINICAL.LOCAL),incransom,6/22/2024
Ashtons Legal LLP,qilin,6/21/2024
Longview Oral & Maxillofacial Surgery,bianlian,6/21/2024
MEL aviation Ltd,bianlian,6/21/2024
prinsotel.com,qilin,6/21/2024
oexpress.id,darkvault,6/21/2024
LCS and Partners,8base,6/21/2024
Topserve Service Solutions,8base,6/21/2024
TC Capital Asia Limited,8base,6/21/2024
Wise Construction,qilin,6/21/2024
"Taiyo Kogyo Co., Ltd.",8base,6/21/2024
"Hokushinko Co., Ltd.",8base,6/21/2024
www.gbricambi.it [UPDATE],ransomhub,6/20/2024
www.clevo.com.twDisclose,ransomhub,6/20/2024
Sacred Heart Community Service (shcstheheart.org),incransom,6/20/2024
Gorrie-Regan,incransom,6/20/2024
Exhaustpro shops,arcusmedia,6/20/2024
BankSelfStorage,arcusmedia,6/20/2024
GED Lawyers & ..,arcusmedia,6/20/2024
Gokals  Consumer Electronics & Computers Retail · Fiji,spacebears,6/20/2024
www.clevo.com.tw,ransomhub,6/20/2024
Basement Systems,cicada3301,6/20/2024
ASST Rhodense,cicada3301,6/20/2024
Maintel,cicada3301,6/20/2024
Access Group,cicada3301,6/20/2024
SAWA INTERNATIONAL,spacebears,6/20/2024
Ojai srl,8base,6/20/2024
www.invisio.com,ransomhub,6/19/2024
Behavioral Health Response (bhr.local),incransom,6/19/2024
Encinajpa,blackbyte,6/19/2024
Synnovis,qilin,6/19/2024
suminoe.us,cactus,6/19/2024
www.clevo.com.tw,ransomhub,6/19/2024
Lindermayr,akira,6/19/2024
Perfumes & Companhia,akira,6/19/2024
First Baptist Medical Center,moneymessage,6/19/2024
DERBY SCHOOL,incransom,6/19/2024
Circle K Atlanta,hunters,6/18/2024
kinslerfamilydentistry,qilin,6/18/2024
sofidel.com,cactus,6/18/2024
sky-light.com,cactus,6/18/2024
reawire.com,cactus,6/18/2024
malca-amit.com,abyss,6/18/2024
www.gbricambi.it,ransomhub,6/18/2024
Seoyon E-Hwa,spacebears,6/18/2024
GIANNI CUCUINI,spacebears,6/18/2024
OCEANAIR,incransom,6/17/2024
The Kansas City Kansas Police Department,blacksuit,6/17/2024
northcottage.com,qilin,6/17/2024
A-Line Staffing Solutions,underground,6/17/2024
www.racalacoustics.com [UPDATE],ransomhub,6/17/2024
www.liderit.es,ransomhub,6/17/2024
St Vincent de Paul Catholic School,qilin,6/17/2024
Sensory Spectrum,incransom,6/17/2024
Acteon Group,hunters,6/17/2024
pkaufmann.com,blackbasta,6/17/2024
modplan.co.uk,blackbasta,6/17/2024
wielton.com.pl,blackbasta,6/17/2024
grupoamper.com,blackbasta,6/17/2024
"TETRA Technologies, Inc.",akira,6/17/2024
parlorenzo.com,ransomhub,6/17/2024
www.domainatcleveland.com,ransomhub,6/17/2024
Virum Apotek,ransomhouse,6/17/2024
SolidCAM 2024 SP0,handala,6/17/2024
Next Step Healthcare,qilin,6/17/2024
cosimti.com,darkvault,6/17/2024
fifcousa.com,dAn0n,6/17/2024
mgfsourcing.com,blackbasta,6/17/2024
journohq.com,darkvault,6/17/2024
colfax.k12.wi.us,blacksuit,6/16/2024
Production Machine & Enterprises,rhysida,6/16/2024
CETOS Services,rhysida,6/16/2024
Kiemle-Hankins,rhysida,6/15/2024
Legrand CRM,hunters,6/15/2024
MRI,hunters,6/15/2024
Ma’agan Michael Kibbutz,handala,6/15/2024
Oahu Transit Services,dragonforce,6/15/2024
"Sun City Pediatrics PA (USA, TX)",spacebears,6/15/2024
"InVogue Women Healthcare, PLLC (USA,TX)",spacebears,6/15/2024
"Lee Trevino Dental (USA,TX)",spacebears,6/15/2024
Peregrine Petroleum,blacksuit,6/15/2024
Mountjoy,bianlian,6/15/2024
svmasonry.com,qilin,6/14/2024
MBE CPA,metaencryptor,6/14/2024
EnviroApplications,qilin,6/14/2024
www.gannons.co.uk,apt73,6/14/2024
New Balance Commodities,akira,6/14/2024
Victoria Racing Club,medusa,6/14/2024
Mundocar.eu,cloak,6/14/2024
ab*******.org,cloak,6/14/2024
"Cukierski & Associates, LLC",everest,6/13/2024
Diogenet S.r.l.,everest,6/13/2024
2K Dental,everest,6/13/2024
Dordt University,bianlian,6/13/2024
Borrer Executive Search,apt73,6/13/2024
www.bigalsfoodservice.co.uk,apt73,6/13/2024
www.racalacoustics.com,ransomhub,6/13/2024
Kito Canada,incransom,6/13/2024
"Bock & Associates, LLP",qilin,6/13/2024
Walder Wyss and Partners,play,6/13/2024
Celluphone,play,6/13/2024
Me Too Shoes,play,6/13/2024
Ab Monsteras Metall,play,6/13/2024
Amarilla Gas,play,6/13/2024
Aldenhoven,play,6/13/2024
ANTECH-GUTLING Gruppe,play,6/13/2024
Refcio & Associates,play,6/13/2024
City Builders,play,6/13/2024
Eurotrol B.V.,blacksuit,6/12/2024
Seagulf Marine Industries,play,6/12/2024
Western Mechanical,play,6/12/2024
Trisun Land Services,play,6/12/2024
GEMCO Constructors ,medusa,6/12/2024
Dynamo Electric ,medusa,6/12/2024
Farnell Packaging,medusa,6/12/2024
hydefuel.com,qilin,6/12/2024
Diverse Technology Industrial,play,6/12/2024
Air Cleaning Specialists,play,6/12/2024
Corbin Turf & Ornamental Supply,play,6/12/2024
Kinter,play,6/12/2024
Goodman Reichwald-Dodge,play,6/12/2024
3GL Technology Solutions,play,6/12/2024
Brainworks Software,play,6/12/2024
Eagle Materials,play,6/12/2024
Great Lakes International Trading,play,6/12/2024
Smartweb,play,6/12/2024
Peterbilt of Atlanta,play,6/12/2024
Chroma Color,play,6/12/2024
Shinnick & Ryan,play,6/12/2024
ZeepLive,darkvault,6/12/2024
belcherpharma.com,underground,6/12/2024
www.clevo.com.tw<UPDATED>,ransomhub,6/12/2024
Concrete,hunters,6/12/2024
IPM Group (Multimedia Information & Production Company),akira,6/12/2024
manncorp.com,lockbit3,6/12/2024
sgvfr.com,trinity,6/12/2024
CBSTRAINING,trinity,6/12/2024
Kutes.com,redransomware,6/12/2024
www.novabitsrl.it,ransomhub,6/12/2024
smicusa.com,ransomhub,6/12/2024
www.ham.org.br,ransomhub,6/12/2024
NJORALSURGERY.COM,clop,6/12/2024
SolidCAM LEAK,handala,6/12/2024
Zuber Gardner CPAs pt.2,everest,6/12/2024
Seafrigo,dragonforce,6/12/2024
Special Health Resources,blacksuit,6/12/2024
WinFashion ERP,arcusmedia,6/12/2024
apex.uk.net,apt73,6/12/2024
AlphaNovaCapital,apt73,6/12/2024
AMI Global Assistance,apt73,6/12/2024
filmetrics corporation,trinity,6/11/2024
CentralSecurities.com,underground,6/11/2024
"Embotits Espina, SLU",8base,6/11/2024
a-agroup,qilin,6/11/2024
Harper Industries,hunters,6/10/2024
nordspace.lt,darkvault,6/10/2024
www.ugrocapital.com,ransomhub,6/10/2024
Arge Baustahl,akira,6/10/2024
transportlaberge.com,cactus,6/10/2024
sanyo-shokai.co.jp,cactus,6/10/2024
wave2.co.kr,darkvault,6/10/2024
jmthompson.com,cactus,6/10/2024
ctsystem.com,cactus,6/10/2024
ctgbrands.com,cactus,6/10/2024
SolidCAM,handala,6/10/2024
Rockford Public School District,incransom,6/10/2024
CONTROLNET,incransom,6/10/2024
EvoEvents,dragonforce,6/8/2024
Barrett Eye Care,dragonforce,6/8/2024
Parrish-McCall Constructors,dragonforce,6/8/2024
California Rice Exchange,rhysida,6/8/2024
Above All Store Fronts,qilin,6/8/2024
PFAM,qilin,6/8/2024
Logimodal Operações Logísticas,qilin,6/8/2024
Allied Toyota Lift,qilin,6/8/2024
Hoppecke,dragonforce,6/8/2024
Elite Limousine Plus Inc,bianlian,6/7/2024
ccmaui.org,lockbit3,6/7/2024
talalayglobal.com,blackbasta,6/7/2024
akdenizchemson.com,blackbasta,6/7/2024
Reinhold Sign Service,akira,6/7/2024
lo***********.com,cloak,6/7/2024
Axip Energy Services,hunters,6/7/2024
aloft,incransom,6/7/2024
RAVEN Mechanical,hunters,6/6/2024
dmedelivers.com,embargo,6/6/2024
fpr-us.com,cactus,6/6/2024
TBMCG.com,ElDorado,6/6/2024
www.vet.k-state.edu,ElDorado,6/6/2024
www.uccretrievals.com,ElDorado,6/6/2024
robson.com,blackbasta,6/6/2024
elutia.com,blackbasta,6/6/2024
ssiworld.com,blackbasta,6/6/2024
driver-group.com,blackbasta,6/6/2024
HTE Technologies,ElDorado,6/6/2024
goughhomes.com,ElDorado,6/6/2024
Baker Triangle,ElDorado,6/6/2024
www.tankerska.hr,ElDorado,6/6/2024
cityofpensacola.com,ElDorado,6/6/2024
thunderbirdcc.org,ElDorado,6/6/2024
www.itasnatta.edu.it,ElDorado,6/6/2024
panzersolutions.com,ElDorado,6/6/2024
lindostar.it,ElDorado,6/6/2024
burotec.biz,ElDorado,6/6/2024
celplan.com,ElDorado,6/6/2024
adamshomes.com,ElDorado,6/6/2024
dynasafe.com,blackbasta,6/6/2024
Panasonic Australia,akira,6/6/2024
Health People,medusa,6/6/2024
IPPBX ,medusa,6/6/2024
Market Pioneer International Corp,medusa,6/6/2024
Mercy Drive Inc,medusa,6/6/2024
Radiosurgery New York ,medusa,6/6/2024
Inside Broadway,medusa,6/6/2024
Oracle Advisory Services ,medusa,6/6/2024
Women's Sports Foundation,medusa,6/6/2024
www.crezit.com,ransomhub,6/5/2024
"""Moshe Kahn Advocates""",mallox,6/5/2024
craigsteven.com,lockbit3,6/5/2024
Elfi-Tech,handala,6/5/2024
Davis & Young,dragonforce,6/5/2024
Dubai Municipality (UAE),daixin,6/5/2024
E-T-A,akira,6/5/2024
www.ykp.com.br,ransomhub,6/4/2024
www.al-shefafarm.ro,ransomhub,6/4/2024
www.headwaterco.com,ransomhub,6/4/2024
www.shootinghouse.com.br,ransomhub,6/4/2024
www.merchant.id,ransomhub,6/4/2024
www.spmundi.com.br,ransomhub,6/4/2024
www.siea.sk,ransomhub,6/4/2024
www.dvttechnologyltd.com,ransomhub,6/4/2024
www.rekamy.com,ransomhub,6/4/2024
www.go4kora.tv,ransomhub,6/4/2024
www.scadea.com,ransomhub,6/4/2024
www.computan.com,ransomhub,6/4/2024
www.kovra.com.my,ransomhub,6/4/2024
www.lapastina.com,ransomhub,6/4/2024
www.industrialdealimentos.com,ransomhub,6/4/2024
www.wisd.net,ransomhub,6/4/2024
www.pgesco.com,ransomhub,6/4/2024
www.avantit.no,ransomhub,6/4/2024
www.constelacion.com.sv,ransomhub,6/4/2024
www.agenciahost.com,ransomhub,6/4/2024
www.aretusamilano.it,ransomhub,6/4/2024
www.betteraccountingsolutions.com,ransomhub,6/4/2024
www.hcisystems.net,ransomhub,6/4/2024
www.nrshealthcare.com,ransomhub,6/4/2024
www.farmaciaflorio.com,ransomhub,6/4/2024
www.skywaycoach.ca,ransomhub,6/4/2024
www.cyncsolutions.com,ransomhub,6/4/2024
www.robesoncoso.org,ransomhub,6/4/2024
www.eebpsa.com.co,ransomhub,6/4/2024
www.grupocuevas.es,ransomhub,6/4/2024
www.fabricainfo.com,ransomhub,6/4/2024
nepa.gov.af&dfr.gov.af,ransomhub,6/4/2024
www.harmanrealtors.com,ransomhub,6/4/2024
www.europeanprof.es,ransomhub,6/4/2024
www.designintoto.com.au,ransomhub,6/4/2024
www.precisiontimesystems.com,ransomhub,6/4/2024
www.jutebag.co.uk,ransomhub,6/4/2024
www.polaris.es,ransomhub,6/4/2024
www.extraco.ae,ransomhub,6/4/2024
www.thaayakam.co.uk,ransomhub,6/4/2024
www.kamojou.co.za,ransomhub,6/4/2024
www.portosaofrancisco.com.br,ransomhub,6/4/2024
www.lalengineering.com,ransomhub,6/4/2024
iseta.fr,ransomhub,6/4/2024
www.confins.com.br,ransomhub,6/4/2024
www.eucatex.com.br,ransomhub,6/4/2024
www.rockymountainsales.com,ransomhub,6/4/2024
www.neodesha.org,ransomhub,6/4/2024
www.oriux.com,ransomhub,6/4/2024
www.chuoss.co.jp,ransomhub,6/4/2024
www.houstonwastesolutions.com,ransomhub,6/4/2024
www.mataderodegijon.es,ransomhub,6/4/2024
www.brittanyhorne.com,ransomhub,6/4/2024
www.throttleup.io,ransomhub,6/4/2024
www.acslabtest.com,ransomhub,6/4/2024
www.christies.com,ransomhub,6/4/2024
www.psgbdvor.rs,ransomhub,6/4/2024
www.bjurholm.se,ransomhub,6/4/2024
SIAED.it,ransomhub,6/4/2024
Frontier.com,ransomhub,6/4/2024
www.clevo.com.tw,ransomhub,6/4/2024
Premium Broking House,sensayq,6/4/2024
Vimer Industrie Grafiche Italiane,sensayq,6/4/2024
Voorhees Family Office Services,everest,6/4/2024
Mahindra Racing,akira,6/4/2024
naprodgroup.com,lockbit3,6/4/2024
Madata Data Collection & Internet Portals,mallox,6/4/2024
Río Negro,mallox,6/4/2024
Langescheid GbR,arcusmedia,6/4/2024
Franja IT Integradores de Tecnología,arcusmedia,6/4/2024
Duque Saldarriaga,arcusmedia,6/4/2024
BHMAC,arcusmedia,6/4/2024
Botselo,arcusmedia,6/4/2024
Immediate Transport – UK,arcusmedia,6/4/2024
cfymca.org,lockbit3,6/3/2024
Northern Minerals Limited,bianlian,6/3/2024
ISETO CORPORATION,8base,6/3/2024
Nidec Motor Corporation,8base,6/3/2024
Anderson Mikos Architects,akira,6/3/2024
My City application,handala,6/3/2024
www.eastshoresound.com,ransomhub,6/2/2024
smithandcaugheys.co.nz,lockbit3,6/2/2024
Frontier ,ransomhub,6/1/2024
powertestdyno.com,lockbit3,6/1/2024
St. Helena,medusa,5/31/2024
dollmar.com,cactus,5/31/2024
familyguardian.com,cactus,5/31/2024
espackeuro.com,cactus,5/31/2024
TriLiteral,akira,5/31/2024
New Hampshire PublicRadio,akira,5/31/2024
biremote.net,dragonforce,5/31/2024
keytronic.com,blackbasta,5/31/2024
Sems and Specials ,medusa,5/31/2024
aytosanlorenzo.es,lockbit3,5/31/2024
www.indigoent.ca,qiulong,5/30/2024
strikeusa.com,lockbit3,5/30/2024
Rob's Whole Health Pharmacy,rhysida,5/30/2024
Faultless Brands,akira,5/30/2024
DreamWall,akira,5/30/2024
Excel Security Corp.,akira,5/30/2024
UNICRED.COM.AR,clop,5/30/2024
Wichita County Mounted Patrol,medusa,5/30/2024
Brownell Boat Stands & Equipment Company,medusa,5/30/2024
MagicLand,akira,5/30/2024
Elmhurst Group,play,5/30/2024
WALSER AUTOMOTIVE GROUP,play,5/30/2024
FPL Food,play,5/30/2024
Ntv,play,5/30/2024
Credit Central,play,5/29/2024
heras.co.uk,lockbit3,5/29/2024
Western Dovetail,akira,5/29/2024
I.L.A. Local 1964,dragonforce,5/29/2024
mcmtelecom.com,blackout,5/29/2024
Aircod.com,redransomware,5/28/2024
Bjurholms kommun,ransomhub,5/28/2024
pedsurology.com,dAn0n,5/28/2024
theblakefirm.com,dAn0n,5/28/2024
ueg1.com,dAn0n,5/28/2024
allenblastingandcoating.com,dAn0n,5/28/2024
semilab.com,dAn0n,5/28/2024
fightingforfairness.com,dAn0n,5/28/2024
oconnellmahon.ie,dAn0n,5/28/2024
ekiconsult.com,dAn0n,5/28/2024
iiexperts.com,dAn0n,5/28/2024
neosmteam.com,dAn0n,5/28/2024
glenwoodnyc.com,dAn0n,5/28/2024
s-f-concrete.com,dAn0n,5/28/2024
college-park.com,dAn0n,5/28/2024
Manuchar,hunters,5/28/2024
Arrabawn Co-op,hunters,5/28/2024
Avelina,akira,5/28/2024
Brett Slater Solicitors,akira,5/28/2024
OTR,akira,5/28/2024
PSG BANATSKI DVOR D.O.O. NOVI SAD (SERBIA),ransomhub,5/28/2024
American Clinical Solutions(acslabtest.com)auctioning,ransomhub,5/28/2024
SIAED.it - HOSTER/DEV FOR ITALY BIGGEST BANKS,ransomhub,5/27/2024
Christies Auction House - christies.com,ransomhub,5/27/2024
S L B TRANSIT INC,8base,5/27/2024
Information Technology,handala,5/27/2024
Natsume Tax Accountant Corporation,8base,5/27/2024
The Kelly Group,8base,5/27/2024
Osaka Motorcycle Business Cooperative,8base,5/27/2024
Matusima,8base,5/27/2024
Shirasaki,8base,5/27/2024
Architecture LEJEUNE GIOVANELLI,8base,5/27/2024
Hytera US Inc,spacebears,5/27/2024
alliedtelesis.com,lockbit3,5/27/2024
Datanet,qilin,5/27/2024
CNPC Sport,monti,5/26/2024
Esc Pau Etudes-Conseils,monti,5/26/2024
Aéroport de Pau,monti,5/26/2024
Israel Textile,handala,5/26/2024
Israel Massad Quality,handala,5/26/2024
Israel largest cyber security college,handala,5/26/2024
Israel 99 Digital!,handala,5/26/2024
Israel Radars!,handala,5/26/2024
Kashin Distillery,handala,5/26/2024
High Group,handala,5/26/2024
Amigour Company,handala,5/26/2024
Harmony Pharm,handala,5/26/2024
Ramat Gan Academic College,handala,5/26/2024
National Publisher Services LLC,bianlian,5/26/2024
Payne & Jones,bianlian,5/26/2024
"Wind Composite Services Group, LLC",bianlian,5/26/2024
Assist Informatica,mallox,5/25/2024
multigroup.info,lockbit3,5/25/2024
pressurejet.com,lockbit3,5/25/2024
mgops.sedziszow-mlp.pl,lockbit3,5/25/2024
kharafiglobal.com,lockbit3,5/25/2024
sunpetro.com,lockbit3,5/25/2024
cafesnovell.com,lockbit3,5/25/2024
highwaystrust.com,lockbit3,5/25/2024
sysroad.com,lockbit3,5/25/2024
longviewoms.com,lockbit3,5/25/2024
Access Sports Medicine & Orthopaedics,incransom,5/25/2024
Crandall ISD (CISD.crandallisd.org),incransom,5/25/2024
Pediatric Urology Associates,dAn0n,5/25/2024
S&F Concrete Contractors,dAn0n,5/25/2024
$150.00 ,blacksuit,5/25/2024
bnsgroup.co.uk,lockbit3,5/24/2024
Ipsotek LTD,blacksuit,5/24/2024
Vannguard Utility Partners,akira,5/24/2024
workscapes.com,lockbit3,5/24/2024
EMPIRECOMFORT.COM,clop,5/24/2024
kns.com,lockbit3,5/24/2024
Audubon Nature Institute (auduboninstitute.org),incransom,5/24/2024
colfax.k12.wi.us - $150.000,blacksuit,5/24/2024
Sichuan Dowell Science and Technology Company Inc,blacksuit,5/24/2024
hiawathahomes,blacksuit,5/24/2024
valleylandtitleco.com,lockbit3,5/24/2024
umbrellaproperties.com PART2,dispossessor,5/23/2024
brightwayconsultants.co.uk,apt73,5/23/2024
Nutec Group,bianlian,5/23/2024
United Urology Group,ransomhouse,5/23/2024
Hands TheFamilyHelpNetwork.ca,incransom,5/23/2024
iseta.fr (institut des Sciences de l'Environnement et des Territoires d'Annecy),ransomhub,5/23/2024
ICC,rhysida,5/22/2024
Royal Star & Garter,ransomhouse,5/22/2024
Advance Press,ransomhouse,5/22/2024
Newman Ferrara,akira,5/22/2024
IZOMAT Praha,akira,5/22/2024
GRANVILLE FOOD CARE LIMITED,akira,5/22/2024
J & N Stone,ransomhouse,5/22/2024
Cressex Community School,ransomhouse,5/22/2024
Hedbergs,ransomhouse,5/22/2024
Richland City Hall,incransom,5/22/2024
Midwest Covenant Home,incransom,5/22/2024
First Nations Health Authority (fnha.local),incransom,5/22/2024
Golden Acre,qilin,5/22/2024
Ryder Scott Co.,play,5/22/2024
Tri-state General Contractors,play,5/22/2024
Starostwo Powiatowe w Świebodzinie,play,5/22/2024
Aspire Tax,play,5/22/2024
The Louis G Freeman,play,5/22/2024
Experis Technology Group,play,5/22/2024
Anchorage Daily News,play,5/22/2024
RDI-USA,play,5/22/2024
Ardenbrook,play,5/22/2024
Visa Lighting,play,5/22/2024
Semicore Equipment,play,5/22/2024
Levin Porter Associates,play,5/22/2024
Critchfield & Johnston,bianlian,5/22/2024
shamrocktradingcorp.com,embargo,5/21/2024
londondrugs.com,lockbit3,5/21/2024
schmittyandsons.com,lockbit3,5/21/2024
ThrottleUp ,ransomhub,5/21/2024
ramfoam.com,lockbit3,5/21/2024
ALO diamonds,8base,5/21/2024
Brittany Horne ,ransomhub,5/21/2024
William S. Hein & Co.,incransom,5/21/2024
Aztec Services Group,medusa,5/21/2024
International Modern Hospital,medusa,5/21/2024
Heras ,medusa,5/21/2024
Rul**********.de,cloak,5/21/2024
levian.com,blackbasta,5/21/2024
lactanet.ca,blackbasta,5/21/2024
mfgroup.it,blackbasta,5/21/2024
grupocadarso.com,blackbasta,5/21/2024
atlasoil.com,blackbasta,5/21/2024
trugreen.com,blackbasta,5/21/2024
Matadero de Gijón - Biogas energy plant - mataderodegijon.es,ransomhub,5/20/2024
American Clinical Solutions(acslabtest.com),ransomhub,5/20/2024
ORIUX: Experts in Mobility ,ransomhub,5/20/2024
Jess-link Products,hunters,5/20/2024
MAH Machine,bianlian,5/20/2024
Marigin,akira,5/20/2024
GE Aerospace,meow,5/20/2024
Crooker,8base,5/20/2024
Embellir,8base,5/20/2024
LEMKEN,8base,5/20/2024
Berge Bulk,ransomhouse,5/20/2024
California Highway Patrol (SVEL237.org),incransom,5/20/2024
qualityplumbingassociates.com,lockbit3,5/20/2024
Regional Obstetrical Consultants,incransom,5/20/2024
Delano Adult School (DJUHSD.ORG),incransom,5/20/2024
Specialty Market Managers,incransom,5/20/2024
Sterling Transportation Services (sts.local),incransom,5/20/2024
Continuing Healthcare Solutions (chs.local),incransom,5/20/2024
schuettemetals.com,cactus,5/20/2024
allied-mechanical-services-inc,incransom,5/20/2024
"Patriot Machine, Updated data leak.",donutleaks,5/19/2024
carcajou.fr,lockbit3,5/18/2024
equinoxinc.org,lockbit3,5/18/2024
unisi.it,lockbit3,5/18/2024
Widdop & Co.,rhysida,5/18/2024
Colégio Nova Dimensão,arcusmedia,5/18/2024
catiglass.com $100.000,blacksuit,5/18/2024
Bluebonnet Nutrition,bianlian,5/18/2024
Center for Digestive Health,bianlian,5/18/2024
drmsusa.com,incransom,5/18/2024
WEICON,medusa,5/18/2024
County Connection,medusa,5/18/2024
Elm Grove,medusa,5/18/2024
Comwave ,medusa,5/18/2024
Mesopolys,spacebears,5/18/2024
Pittsburgh’s Trusted Orthopaedic Surgeons,donutleaks,5/17/2024
Sullairargentina.com,redransomware,5/17/2024
www.belcherpharma.com,underground,5/17/2024
orga-soft.de,embargo,5/17/2024
Houston Waste Solutions ,ransomhub,5/17/2024
"Shyang Shin Bao Ind. Co., Ltd. (hereinafter referred to as ''SSB'')",qilin,5/17/2024
Vision Mechanical,blacksuit,5/17/2024
Gantan Beauty Industry,ransomhouse,5/17/2024
ABS-CBN Broadcasting,ransomhouse,5/17/2024
Isaacs Odinocki,ransomhouse,5/17/2024
aharvey.nf.ca,incransom,5/17/2024
PRIMARYSYS.COM,clop,5/17/2024
Formosa Plastics USA,hunters,5/17/2024
Dean Lumber & Supply,dragonforce,5/17/2024
WindCom,dragonforce,5/17/2024
For sale. Contact through admin. $100.000,blacksuit,5/17/2024
agranibank.org,killsec,5/17/2024
laxmicapital.com.np,killsec,5/17/2024
pricemodern.com,lockbit3,5/16/2024
OKUANT - okuant.com,ransomhub,5/16/2024
valleyjoist.com,lockbit3,5/16/2024
fulcrum.pro,cactus,5/16/2024
Insurance Agency Marketing Services,moneymessage,5/16/2024
